5,"('Al', 'Al', 0)","('Al', 'Al', 1)","('Al', 'Al', 2)","('Al', 'Al', 3)","('Al', 'Ga', 0)","('Al', 'Ga', 1)","('Al', 'Ga', 2)","('Al', 'Ga', 3)","('Al', 'In', 0)","('Al', 'In', 1)","('Al', 'In', 2)","('Al', 'In', 3)","('Al', 'O', 0)","('Al', 'O', 1)","('Al', 'O', 2)","('Al', 'O', 3)","('Al', 'O', 4)","('Ga', 'Ga', 0)","('Ga', 'Ga', 1)","('Ga', 'Ga', 2)","('Ga', 'Ga', 3)","('Ga', 'O', 0)","('Ga', 'O', 1)","('Ga', 'O', 2)","('Ga', 'O', 3)","('Ga', 'O', 4)","('In', 'Ga', 0)","('In', 'Ga', 1)","('In', 'Ga', 2)","('In', 'Ga', 3)","('In', 'In', 0)","('In', 'In', 1)","('In', 'In', 2)","('In', 'In', 3)","('In', 'In', 4)","('In', 'O', 0)","('In', 'O', 1)","('In', 'O', 2)","('In', 'O', 3)","('O', 'O', 0)","('O', 'O', 1)","('O', 'O', 2)"
1350,0,0,4,4,8,2,6,0,8,0,2,3,12,0,15,25,1,18,0,2,6,26,0,22,29,8,12,0,2,5,2,4,0,2,4,16,0,18,31,132,36,142
1351,38,4,22,18,20,14,16,4,23,4,17,24,57,0,77,107,47,10,0,6,4,27,0,43,67,26,15,3,3,9,18,22,4,8,18,38,0,52,85,340,134,608
1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,16,28,59,0,70,78,46,50,0,16,34,46,42,0,24,76,79,0,112,128,336,222,540
1353,0,0,0,0,5,2,2,3,10,0,3,8,9,0,13,12,10,6,0,4,4,24,0,42,39,27,34,0,9,10,56,48,14,10,82,83,0,87,138,284,112,364
1354,120,16,44,34,26,8,16,13,0,0,0,0,96,0,108,148,86,12,0,4,6,20,0,46,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0,284,168,308
1355,0,0,0,0,5,3,1,0,5,0,1,7,8,0,8,4,11,36,0,12,28,64,0,80,76,61,47,0,21,34,28,24,0,10,70,66,0,96,120,336,222,540
1356,2,0,4,2,16,3,7,0,0,0,0,0,13,0,12,16,4,24,0,10,22,31,0,35,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
1357,20,0,4,8,11,4,6,1,20,0,8,25,34,4,45,34,30,8,0,8,6,28,10,31,38,30,30,0,3,7,10,30,0,14,18,46,14,48,91,280,198,264
1358,2,0,0,4,22,11,18,7,1,0,0,0,18,3,30,29,15,112,0,30,56,85,25,87,129,65,8,0,2,0,0,0,0,0,0,5,0,7,6,280,198,264
1359,0,0,0,0,1,0,1,1,3,0,1,1,2,0,2,1,4,40,0,14,36,62,0,75,89,52,51,0,16,35,24,42,0,24,60,74,0,100,118,336,222,540
1360,42,0,10,24,0,0,0,0,8,0,6,5,32,0,37,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,12,0,10,8,98,28,118
1361,10,0,4,6,19,9,7,0,0,0,0,0,22,0,20,31,4,28,0,4,18,36,0,33,46,10,0,0,0,0,0,0,0,0,0,0,0,0,0,132,36,142
1362,2,0,0,0,3,1,1,1,10,0,3,6,9,0,12,5,3,20,0,8,4,37,9,50,41,39,34,0,11,3,28,50,0,18,42,62,19,62,132,280,198,264
1363,12,0,6,8,21,7,9,16,25,0,5,18,36,0,46,60,25,20,0,6,4,37,0,55,60,28,24,0,6,8,12,8,6,2,18,43,0,41,68,284,112,364
1364,36,0,10,8,20,7,8,15,24,0,7,21,46,0,65,73,59,16,0,4,6,33,0,42,53,31,17,0,5,8,10,4,0,6,16,37,0,37,55,284,112,364
1365,44,0,30,10,7,4,5,1,0,0,0,0,36,0,40,38,46,0,0,0,0,8,0,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
1366,26,0,4,14,18,7,9,3,0,0,0,0,30,0,33,46,26,14,0,8,8,18,0,24,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,132,38,144
1367,8,0,2,6,6,0,5,1,8,0,4,7,18,0,18,22,11,4,0,0,2,9,0,8,8,0,4,0,1,0,2,4,0,4,2,14,0,16,17,98,28,98
1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,46,62,94,0,128,154,70,26,0,4,5,2,2,0,2,2,22,0,14,26,284,112,364
1369,34,0,16,18,0,0,0,0,17,0,4,10,40,0,36,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,2,16,0,15,30,132,38,144
1370,40,0,26,32,47,21,51,17,0,0,0,0,63,0,93,105,71,58,0,16,58,75,0,121,89,88,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,648
1371,6,0,2,2,9,5,11,2,16,0,9,25,28,0,28,27,28,18,0,2,18,43,0,60,54,48,34,0,15,21,32,28,0,10,72,67,0,98,116,336,222,540
1372,14,0,2,0,0,0,0,0,3,0,2,4,13,0,13,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,9,0,5,7,38,14,28
1373,44,0,30,14,1,0,2,0,3,0,1,2,35,0,38,39,18,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,2,4,98,28,118
1374,32,0,10,26,15,6,15,11,28,0,13,45,52,0,64,69,71,8,0,0,8,29,0,43,43,35,18,0,9,16,20,16,6,0,30,57,0,96,77,360,198,600
1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,56,154,123,0,173,161,150,19,0,8,25,4,0,0,0,0,15,0,23,22,360,198,600
1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,10,6,9,17,0,0,5,20,20,0,0,50,43,0,43,66,132,36,112
1377,2,0,0,0,9,3,5,0,3,0,0,0,12,0,9,7,10,14,4,0,4,23,0,24,14,24,5,0,0,4,0,0,0,0,0,5,0,7,4,76,36,62
1378,22,0,6,2,14,0,4,0,0,0,0,0,24,0,22,16,19,10,0,0,6,16,0,18,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,76,42,58
1379,10,0,18,6,52,8,57,8,0,0,0,0,51,0,54,49,54,78,0,38,84,87,0,158,147,87,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,624
1380,96,0,36,66,6,2,0,4,29,0,6,23,81,23,93,129,65,0,0,0,0,5,0,7,4,2,3,0,0,0,4,6,4,0,0,22,5,24,42,280,198,264
1381,134,30,70,82,5,4,1,5,18,2,14,24,108,5,140,219,120,0,0,0,0,2,0,7,3,8,0,0,0,0,2,0,0,0,2,12,2,23,29,340,158,598
1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,30,0,55,29,22,29,0,17,2,50,124,0,22,48,78,28,69,122,280,198,240
1383,8,0,0,6,2,0,2,0,22,2,14,15,21,0,22,36,28,0,0,0,0,9,0,16,10,13,13,1,4,10,44,122,18,40,70,90,0,127,181,340,128,534
1384,8,0,2,6,10,4,7,0,3,0,2,4,20,0,17,18,3,8,0,2,10,18,0,23,19,5,7,0,1,1,2,2,0,0,0,6,0,7,11,98,28,118
1385,36,0,34,34,56,18,50,14,0,0,0,0,63,0,95,112,79,44,0,18,54,75,0,122,79,104,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,648
1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,14,6,54,0,89,88,58,52,0,18,22,28,10,0,6,42,62,0,53,94,284,112,364
1387,12,0,0,2,17,4,9,6,14,0,8,14,26,6,32,27,27,26,0,10,10,45,7,60,55,27,29,0,10,13,8,12,0,2,14,37,15,32,89,280,198,264
1388,30,0,0,6,0,0,0,0,12,0,0,8,27,0,28,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,13,0,12,9,76,36,64
1389,36,6,20,18,14,5,6,3,29,3,18,31,52,0,73,87,54,4,0,0,4,20,0,22,41,8,8,0,8,9,36,44,16,12,24,50,0,77,119,340,134,598
1390,0,0,0,0,2,0,0,0,0,1,0,1,1,0,3,1,4,2,0,0,2,11,0,7,8,8,9,2,0,2,10,20,4,0,12,28,0,27,18,76,24,72
1391,62,0,20,60,21,8,17,9,20,0,12,41,76,0,105,102,96,4,0,2,10,25,0,40,43,22,14,0,4,11,10,8,2,2,12,37,0,59,52,360,198,624
1392,2,0,0,0,2,1,2,1,4,0,0,0,8,0,4,3,6,2,0,0,0,10,0,12,10,15,10,3,0,4,8,8,0,0,6,22,0,19,15,76,24,72
1393,28,0,14,12,29,7,5,25,24,0,4,18,45,0,70,74,60,14,0,6,14,36,0,45,57,36,14,0,5,6,8,4,0,4,12,35,0,27,49,284,112,364
1394,6,2,0,4,7,1,2,0,8,1,0,4,15,0,13,16,15,2,0,0,0,12,0,7,5,9,3,1,0,2,4,4,0,0,2,13,0,15,11,76,36,62
1395,18,0,12,6,19,11,6,10,0,0,0,0,24,3,35,43,23,18,6,2,4,30,0,29,41,15,0,0,0,0,0,0,0,0,0,0,0,0,0,134,56,170
1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,22,6,39,0,43,48,25,20,2,5,8,4,4,0,4,2,15,0,23,32,134,46,176
1397,30,0,10,10,4,0,2,0,15,0,6,8,32,0,33,49,10,0,0,0,0,2,0,6,6,3,3,0,0,2,10,4,0,2,4,23,0,18,28,132,36,142
1398,32,0,14,18,2,0,0,0,10,0,3,6,33,0,34,32,13,0,0,0,0,4,0,3,2,0,1,0,1,2,2,2,0,0,0,10,0,11,14,98,28,118
1399,158,34,110,70,5,6,4,3,7,0,6,12,115,8,151,231,159,0,0,0,0,3,0,7,5,4,0,0,0,0,0,0,0,0,0,4,0,11,12,340,158,604
1400,2,0,0,0,1,0,0,2,2,0,0,2,5,0,3,4,1,4,0,0,2,9,0,8,6,2,6,0,1,0,2,0,0,0,2,8,0,7,8,38,14,28
1401,72,0,42,16,2,0,4,0,0,0,0,0,54,2,46,77,23,0,0,0,0,2,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,132,38,144
1402,26,2,16,6,19,7,8,9,0,0,0,0,34,0,38,59,15,10,4,6,0,20,2,30,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,134,56,170
1403,34,0,6,14,17,8,10,1,0,0,0,0,31,0,39,50,32,8,0,6,4,17,0,18,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,132,38,144
1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,17,7,9,9,2,6,6,18,56,8,16,16,47,0,49,74,134,46,154
1405,46,0,32,44,36,8,42,7,20,0,2,28,79,0,100,98,87,12,0,6,10,38,0,71,58,35,10,0,7,8,2,0,0,2,6,21,0,35,45,360,198,624
1406,2,0,0,0,5,0,3,1,18,0,8,18,15,0,20,19,15,2,0,2,4,20,0,27,32,17,25,0,8,8,60,46,12,10,84,81,0,95,141,284,112,364
1407,0,0,0,0,5,3,2,2,6,0,1,4,7,0,12,5,3,80,0,22,26,69,21,74,85,65,29,0,11,18,4,16,0,4,14,32,7,38,63,280,198,264
1408,10,0,6,4,0,0,0,0,29,0,8,16,23,6,22,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,48,142,0,34,50,85,22,96,125,280,198,240
1409,22,0,12,28,35,15,31,7,13,0,3,25,53,0,72,66,63,40,0,12,38,62,0,90,94,56,14,0,5,18,4,4,2,0,6,23,0,31,46,360,198,624
1410,0,0,0,0,0,0,0,0,8,0,3,7,6,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,116,180,0,66,190,132,0,132,229,312,246,528
1411,32,0,8,22,15,8,6,8,36,0,12,20,50,18,52,69,62,6,0,0,2,19,4,25,28,13,11,0,2,5,6,12,0,4,14,39,6,47,57,280,198,264
1412,32,0,12,30,37,10,15,7,13,0,5,10,52,13,61,78,38,16,0,10,14,41,13,42,63,35,12,0,1,8,2,4,2,0,2,15,2,21,28,280,198,264
1413,88,0,26,48,30,10,9,11,7,0,3,9,74,22,75,115,63,10,0,2,8,29,2,45,31,14,1,0,1,2,2,0,0,0,0,5,4,14,11,280,198,408
1414,24,0,6,2,12,0,6,0,0,0,0,0,24,0,26,14,22,12,0,0,2,16,0,14,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,76,42,58
1415,110,0,38,66,33,8,13,9,0,0,0,0,88,25,97,134,70,0,0,2,4,20,3,27,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,408
1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,8,50,0,76,48,34,46,0,25,0,28,46,0,6,40,58,24,52,140,280,198,240
1417,16,0,4,12,18,3,10,0,0,0,0,0,24,0,26,25,17,6,0,10,6,20,0,21,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
1418,60,14,32,42,37,27,22,29,7,1,3,12,71,5,94,149,86,28,0,20,8,45,0,62,85,42,3,2,2,2,0,0,0,0,0,6,1,15,13,340,154,594
1419,48,0,12,4,3,0,2,0,2,0,1,0,36,0,34,21,32,0,0,0,0,3,0,3,2,1,1,0,0,0,0,0,0,0,0,1,0,4,1,76,42,58
1420,38,0,10,18,11,4,6,0,6,0,3,4,38,0,39,55,11,0,0,2,2,8,0,11,17,4,3,0,0,0,0,0,0,0,0,8,0,5,8,132,36,142
1421,166,28,56,44,8,4,8,5,0,0,0,0,112,0,132,170,126,2,0,0,0,4,0,14,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,284,168,452
1422,126,20,66,62,13,16,16,15,8,3,4,20,99,7,127,201,115,8,0,0,4,16,0,26,29,19,2,0,3,1,2,0,0,0,0,7,1,19,17,340,158,590
1423,12,0,2,8,5,0,4,0,9,0,4,7,19,0,21,18,12,0,0,0,0,8,0,6,6,1,2,0,1,4,4,2,0,0,6,14,0,16,16,90,28,116
1424,14,2,0,4,0,0,0,0,14,3,0,5,23,0,14,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,17,0,21,12,76,36,60
1425,2,0,2,0,4,0,7,0,5,0,4,4,14,0,13,7,3,4,0,0,6,12,0,15,16,6,12,0,1,3,6,6,0,2,10,18,0,19,19,98,28,118
1426,10,0,4,2,6,0,5,1,19,0,6,3,26,0,24,34,6,6,0,0,0,7,0,12,14,7,4,0,0,3,6,6,0,4,8,24,0,21,33,132,36,142
1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,5,3,9,0,0,7,14,28,0,4,24,33,0,36,41,98,28,98
1428,20,0,6,2,14,7,16,0,1,0,2,1,29,0,24,35,4,18,0,2,2,23,0,23,37,14,4,0,1,0,0,0,0,0,0,4,0,4,8,132,38,144
1429,14,0,0,4,11,0,6,0,0,0,0,0,16,0,18,11,13,24,0,0,6,24,0,22,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
1430,8,0,2,0,0,0,0,0,18,0,10,8,18,0,22,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,8,12,4,36,0,43,52,134,46,176
1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15,0,12,15,1,10,0,0,15,2,22,0,0,18,26,0,30,29,98,28,98
1432,8,0,24,10,0,0,0,0,52,0,2,56,56,0,56,28,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,74,0,44,94,82,0,134,164,336,222,540
1433,0,0,0,0,4,1,3,0,3,1,0,0,6,0,4,5,6,16,0,0,6,22,0,21,12,15,7,3,0,3,0,6,0,0,4,12,0,14,10,76,36,60
1434,6,0,4,4,16,5,8,9,19,0,4,10,25,4,33,28,22,34,0,6,8,48,11,56,52,38,27,0,11,10,4,14,0,6,24,35,13,35,83,280,198,264
1435,56,0,22,56,30,10,32,7,19,0,9,25,71,0,103,90,93,8,0,4,16,40,0,59,48,35,13,0,3,12,4,2,2,2,10,27,0,49,48,360,198,624
1436,14,0,4,0,6,0,3,0,0,0,0,0,18,0,13,12,7,0,0,0,0,4,0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,26,16
1437,80,0,30,60,15,4,4,6,25,0,8,17,73,20,92,122,56,4,0,0,0,16,1,18,11,9,4,0,1,1,4,4,0,0,0,19,7,14,46,280,198,264
1438,152,0,62,68,5,2,5,0,7,0,2,4,101,26,115,153,104,0,0,0,0,3,2,2,6,5,0,0,0,0,0,0,0,0,0,4,0,7,4,280,198,408
1439,42,4,22,22,39,29,23,19,6,4,3,19,57,2,83,120,63,26,4,8,14,53,0,66,103,50,10,0,9,0,4,2,0,2,0,12,1,23,28,340,142,602
1440,24,0,12,10,0,0,0,0,46,0,9,48,43,0,57,64,32,0,0,0,0,0,0,0,0,0,0,0,0,0,52,42,14,22,62,73,0,85,129,284,112,364
1441,84,0,26,88,0,0,0,0,44,0,21,58,90,0,128,115,111,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,4,6,30,48,0,79,74,360,198,624
1442,106,0,32,54,6,1,2,0,23,0,9,22,80,20,96,118,57,0,0,0,0,6,2,2,6,6,3,0,1,0,6,8,2,0,14,22,6,26,49,280,198,264
1443,8,0,0,2,0,0,0,0,12,4,0,5,16,0,10,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,8,24,0,25,15,76,24,72
1444,126,0,78,90,8,3,8,0,22,0,20,31,107,0,157,179,117,0,0,0,0,6,0,9,0,9,1,0,0,1,4,2,2,0,0,25,0,36,37,360,198,648
1445,6,0,0,6,5,0,5,0,6,0,1,3,11,0,12,8,6,4,0,2,4,16,0,15,16,5,8,0,1,8,4,6,0,2,8,17,0,20,19,98,28,118
1446,24,0,22,24,51,17,42,17,0,0,0,0,54,0,76,85,66,66,0,26,86,84,0,141,106,93,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,648
1447,4,0,0,0,4,1,2,0,7,1,0,5,11,0,10,7,11,2,0,0,0,8,0,9,7,11,5,2,0,2,6,10,0,0,4,21,0,18,14,76,36,60
1448,94,0,34,14,14,8,21,12,0,0,0,0,66,0,79,75,83,26,0,0,8,22,0,29,28,35,0,0,0,0,0,0,0,0,0,0,0,0,0,198,122,248
1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,10,30,55,0,58,70,38,49,0,15,33,42,60,0,32,86,83,0,124,136,336,222,540
1450,0,0,0,0,1,0,0,2,1,0,0,0,2,0,1,2,1,18,0,2,2,17,0,15,12,5,2,0,0,1,0,0,0,0,0,3,0,2,2,38,14,28
1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,14,8,31,0,44,52,19,18,1,10,6,10,12,4,0,2,23,0,22,32,134,48,176
1452,90,0,36,28,18,4,15,7,4,0,4,3,65,0,82,75,86,6,0,0,0,17,0,20,23,23,3,0,0,1,0,2,0,0,0,6,0,8,9,198,122,248
1453,14,4,0,4,8,1,3,0,6,1,0,4,24,0,19,14,21,0,0,0,2,7,0,12,6,8,3,1,0,1,0,2,0,0,0,9,0,9,6,76,36,62
1454,2,0,0,2,7,0,8,1,5,0,1,4,8,0,11,18,2,22,0,0,10,27,0,29,39,12,15,0,0,9,6,0,0,4,2,22,0,16,23,132,38,130
1455,6,0,0,4,4,1,3,0,10,2,0,3,15,0,12,13,14,2,0,0,0,8,0,7,5,5,4,1,0,1,2,8,0,0,4,17,0,16,12,76,36,60
1456,0,0,0,0,0,0,2,0,1,0,0,1,4,0,3,2,0,24,0,0,10,22,0,25,24,11,14,0,2,5,2,4,0,4,4,17,0,17,19,98,28,118
1457,14,0,4,6,19,6,10,10,12,0,5,13,27,8,32,36,32,34,0,10,16,49,13,58,73,37,27,0,9,6,4,10,0,2,10,32,7,34,54,280,198,264
1458,4,0,8,4,23,7,7,4,0,0,0,0,18,0,27,36,11,24,8,12,4,36,0,39,51,24,0,0,0,0,0,0,0,0,0,0,0,0,0,134,56,170
1459,76,16,32,50,36,27,13,28,6,3,5,12,80,7,103,154,98,6,0,14,12,33,0,49,72,37,8,0,2,2,0,0,0,2,2,9,0,14,21,340,154,594
1460,32,0,22,12,3,1,2,0,9,0,3,6,34,4,36,34,36,0,0,0,0,4,0,3,2,2,0,0,1,0,0,2,0,0,0,6,0,10,7,98,50,96
1461,46,0,14,28,0,0,0,0,17,0,5,9,42,0,41,58,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,2,2,15,0,15,24,132,38,136
1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,12,4,39,0,74,69,53,55,0,14,22,46,26,4,12,58,77,0,68,115,284,112,364
1463,4,0,2,0,7,1,10,1,18,0,11,33,23,0,23,22,42,8,0,2,6,34,0,38,45,35,26,0,11,25,42,58,0,22,82,81,0,117,132,336,222,540
1464,4,0,0,2,15,0,6,0,0,0,0,0,12,0,15,8,10,26,0,0,8,28,0,25,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,64
1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,32,40,87,16,112,103,60,33,0,12,16,6,0,0,0,6,21,12,12,65,280,198,264
1466,4,0,8,0,11,6,9,3,21,0,6,13,25,0,29,40,21,26,0,12,14,47,0,63,83,43,30,3,13,20,14,34,10,18,34,50,0,80,116,340,128,584
1467,22,0,2,8,18,8,3,14,27,0,10,24,40,0,54,61,30,10,0,2,4,28,0,38,43,22,20,0,5,9,18,10,2,8,32,48,0,50,83,284,112,364
1468,52,0,18,48,39,14,35,11,7,0,7,19,65,0,95,84,80,22,0,4,32,54,0,84,72,48,11,0,4,8,4,0,0,4,4,19,0,32,31,360,198,624
1469,6,2,0,2,1,0,1,1,9,2,0,3,12,0,11,9,18,2,0,0,0,8,0,6,4,3,6,1,0,1,2,10,0,0,6,20,0,20,13,76,36,60
1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,6,4,3,8,3,0,3,14,22,4,0,16,29,0,24,31,76,24,72
1471,98,10,64,52,6,6,4,5,31,6,15,39,88,4,125,176,95,2,0,0,0,9,0,9,18,3,2,0,1,4,4,4,2,2,12,25,0,45,52,340,142,606
1472,0,0,0,0,2,1,2,0,3,0,0,1,4,0,3,3,5,8,0,0,0,22,0,9,10,16,12,3,0,3,2,8,0,0,6,14,0,23,13,76,24,72
1473,66,16,46,50,43,28,22,25,7,2,2,5,83,5,101,164,98,12,2,8,12,33,2,57,70,49,2,0,2,1,0,0,0,0,0,6,0,9,14,340,158,598
1474,104,0,64,82,38,12,47,12,0,0,0,0,100,0,171,104,140,12,0,6,18,38,0,63,70,49,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,672
1475,2,0,0,0,0,0,1,1,19,0,7,17,14,0,8,20,19,0,0,0,0,3,0,3,5,5,4,0,3,0,98,98,0,52,162,121,0,144,212,336,222,528
1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6,24,10,44,0,51,63,27,14,1,5,5,2,0,0,0,2,10,0,15,20,134,48,176
1477,62,0,38,50,47,14,47,12,5,0,5,3,79,0,108,121,86,24,0,14,28,54,0,94,68,64,1,0,1,3,0,0,0,0,2,5,0,8,11,360,198,648
1478,86,10,48,58,33,22,19,25,7,5,7,17,86,3,111,179,87,6,2,6,4,26,0,45,47,46,4,0,0,3,2,0,0,0,0,10,0,14,26,340,154,594
1479,16,4,12,16,42,30,19,21,6,1,3,10,39,2,65,88,54,50,6,26,32,69,0,92,132,73,10,3,4,4,0,0,0,0,2,14,0,13,26,340,142,602
1480,0,0,0,0,1,0,0,0,2,0,2,4,2,0,4,3,3,0,0,0,0,10,0,17,15,15,17,1,8,10,42,156,20,50,96,110,0,149,223,340,118,514
1481,10,0,16,6,20,3,9,0,0,0,0,0,25,0,25,24,13,8,0,0,12,19,0,22,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,98,28,118
1482,56,0,20,14,52,16,29,18,0,0,0,0,81,0,69,113,39,24,0,10,18,35,0,91,49,89,0,0,0,0,0,0,0,0,0,0,0,0,0,284,144,332
1483,78,0,24,76,22,9,25,7,22,0,9,31,85,0,121,110,110,8,0,2,4,24,0,48,32,22,8,0,4,7,2,2,2,0,10,29,0,42,34,360,198,624
1484,66,0,22,62,25,8,26,6,22,0,13,35,81,0,112,107,97,6,0,6,6,27,0,45,29,28,9,0,0,12,6,4,2,4,10,30,0,51,55,360,198,624
1485,100,18,52,60,19,16,12,15,14,5,9,22,94,3,120,194,92,2,0,0,6,15,0,27,32,25,6,1,1,1,0,4,2,0,0,13,3,21,33,340,154,594
1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,14,0,11,10,2,12,0,0,10,2,32,0,0,28,29,0,34,33,98,28,102
1487,6,0,0,6,10,0,6,3,7,0,2,1,16,0,15,26,4,12,0,2,4,26,0,23,29,6,11,0,0,4,0,4,0,4,4,16,0,15,24,132,36,142
1488,24,0,24,26,0,0,0,0,61,0,10,71,69,0,72,66,60,0,0,0,0,0,0,0,0,0,0,0,0,0,26,48,0,28,88,69,0,114,138,360,198,540
1489,26,0,10,22,35,15,42,13,3,0,2,12,49,0,74,70,58,68,0,24,58,79,0,115,103,77,10,0,2,14,2,0,0,0,0,10,0,12,20,360,198,624
1490,0,0,0,0,0,0,0,0,5,0,3,7,6,0,3,6,4,0,0,0,0,4,0,2,4,7,7,0,1,4,106,126,0,64,176,128,0,128,256,336,222,528
1491,18,0,8,32,21,6,25,8,19,0,9,29,49,0,70,70,57,40,0,8,34,48,0,70,60,65,21,0,10,18,6,12,6,0,18,41,0,69,52,360,198,600
1492,84,14,52,40,24,16,14,17,12,4,9,27,79,5,112,163,92,4,0,2,6,27,0,29,52,15,7,1,2,2,8,4,2,2,4,16,3,30,36,340,146,602
1493,4,0,0,6,23,5,4,5,10,0,8,17,24,7,31,28,25,30,0,8,2,49,6,52,49,26,23,0,7,10,20,18,0,8,26,35,15,41,95,280,198,264
1494,0,0,0,0,0,0,0,1,15,0,4,13,10,0,5,10,11,0,0,0,0,3,0,3,5,4,4,0,3,1,100,112,0,58,170,125,0,142,231,336,222,528
1495,78,8,56,48,31,24,25,24,11,1,8,7,87,3,110,172,89,16,0,0,8,28,0,47,60,35,1,1,1,2,2,0,0,0,2,7,2,16,20,340,158,590
1496,0,0,0,0,1,0,0,0,4,1,0,2,5,0,1,2,3,0,0,0,0,4,0,3,3,2,4,1,0,2,10,28,6,0,12,31,0,26,27,76,24,72
1497,22,0,8,16,11,6,7,7,30,0,9,22,36,13,42,44,45,4,0,0,4,19,2,26,26,12,16,0,4,2,16,30,0,10,22,53,13,56,93,280,198,264
1498,126,22,102,72,20,11,11,15,7,0,6,6,100,12,137,209,156,0,0,0,2,16,0,21,25,16,1,0,0,2,0,0,0,0,0,6,1,7,13,340,158,604
1499,162,0,68,76,7,2,2,4,0,0,0,0,104,28,117,157,108,0,0,0,0,4,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,280,198,408
1500,120,0,74,104,30,12,38,12,0,0,0,0,108,0,189,126,149,12,0,4,6,30,0,45,49,39,0,0,0,0,0,0,0,0,0,0,0,0,0,360,198,672
1501,0,0,0,0,2,1,0,0,0,0,0,1,1,0,3,2,3,18,0,0,10,26,0,24,15,18,12,4,0,4,0,4,0,0,2,13,0,13,8,76,36,60
1502,22,0,6,10,7,0,4,0,15,0,3,9,29,0,30,38,14,0,0,0,0,8,0,7,11,0,2,0,4,2,4,2,0,0,4,17,0,18,32,132,36,142
1503,0,0,0,0,1,0,1,0,10,0,7,7,7,0,9,10,12,2,0,4,0,10,0,16,15,12,11,1,4,10,44,150,18,52,88,105,0,145,213,340,128,514
